product_id,lot_id,sku,product_name,category,barcode_ean13,location_id,location_name,supplier_id,use_by_or_best_before,batch_received_date,expiry_date,opening_stock_qty,lot_qty,reorder_level_qty,unit_cost,unit_price,avg_daily_sales,safety_stock,case_size,max_stock
P000016,L0000141,SKU-00016,Local Toothpaste 100ml,PersonalCare,4.97564E+12,LOC003,Birmingham - Central,2005,Best Before,12/16/2025,2/8/2026,115,98,13,3.54,4.56,0.23,1,20,115
P000015,L0000142,SKU-00015,Organic Brown Bread,Bakery,1.95159E+12,LOC003,Birmingham - Central,2004,Use By,10/19/2025,10/22/2025,26,15,13,0.52,0.65,1.03,4,10,39
P000005,L0000143,SKU-00005,Organic Apples,Produce,8.65802E+12,LOC001,London - High St,2006,Use By,10/14/2025,10/20/2025,318,124,71,1.64,2.1,2.57,8,24,318
P000024,L0000144,SKU-00024,Select White Bread,Bakery,4.77348E+12,LOC003,Birmingham - Central,2001,Use By,10/20/2025,10/23/2025,124,93,23,2.12,3.07,3.85,12,16,124
P000017,L0000145,SKU-00017,Budget Dish Soap 500ml,Household,9.10576E+12,LOC001,London - High St,2006,Best Before,1/29/2026,3/2/2026,67,17,19,3,3.93,0.49,2,6,67
P000029,L0000146,SKU-00029,Family Beef Mince 500g,Meat,2.71218E+12,LOC001,London - High St,2006,Use By,10/18/2025,10/20/2025,270,253,13,3.09,4.32,2.79,9,24,270
P000016,L0000147,SKU-00016,Local Toothpaste 100ml,PersonalCare,4.97564E+12,LOC001,London - High St,2005,Best Before,6/2/2026,8/19/2026,183,13,13,3.54,4.56,0.06,1,6,183
P000027,L0000148,SKU-00027,Family Rice 1kg,Pantry,3.64241E+11,LOC002,Manchester - City,2004,Best Before,4/3/2026,6/7/2026,342,303,35,2.06,2.92,0.26,1,8,342
P000024,L0000149,SKU-00024,Select White Bread,Bakery,4.77348E+12,LOC003,Birmingham - Central,2001,Use By,10/17/2025,10/20/2025,199,56,23,2.12,3.07,1.82,6,20,199
P000047,L0000150,SKU-00047,Premium Cooking Oil 1L,Pantry,4.62888E+12,LOC003,Birmingham - Central,2012,Best Before,12/19/2025,2/17/2026,87,58,34,1.29,1.56,2.92,9,12,102
P000008,L0000151,SKU-00008,Family Pork Chops 400g,Meat,7.30455E+12,LOC002,Manchester - City,2009,Use By,10/19/2025,10/21/2025,25,11,74,6.04,7.11,2.21,7,12,222
P000047,L0000152,SKU-00047,Premium Cooking Oil 1L,Pantry,4.62888E+12,LOC003,Birmingham - Central,2012,Best Before,10/16/2025,12/19/2025,59,17,34,1.29,1.56,1.96,6,6,102
P000040,L0000153,SKU-00040,Budget Cola 330ml,Beverages,1.91765E+12,LOC001,London - High St,2005,Best Before,7/21/2026,9/15/2026,328,26,27,4.17,5.3,3.85,12,6,328
P000042,L0000154,SKU-00042,Everyday Croissant,Bakery,6.49083E+12,LOC003,Birmingham - Central,2007,Use By,10/19/2025,10/21/2025,293,71,49,2.26,2.98,1.27,4,24,293
P000030,L0000155,SKU-00030,Everyday Cooking Oil 1L,Pantry,5.36018E+12,LOC003,Birmingham - Central,2007,Best Before,2/12/2026,4/15/2026,191,16,60,4.26,5.57,1.36,5,12,191
P000012,L0000156,SKU-00012,Family Pork Chops 400g,Meat,6.02706E+12,LOC003,Birmingham - Central,2001,Use By,10/19/2025,10/21/2025,273,171,11,4.65,6.56,1,3,12,273
P000017,L0000157,SKU-00017,Budget Dish Soap 500ml,Household,9.10576E+12,LOC001,London - High St,2006,Best Before,7/26/2026,8/12/2026,172,168,19,3,3.93,0.08,1,8,172
P000015,L0000158,SKU-00015,Organic Brown Bread,Bakery,1.95159E+12,LOC001,London - High St,2004,Use By,10/19/2025,10/21/2025,246,120,13,0.52,0.65,1.07,4,12,246
P000005,L0000159,SKU-00005,Organic Apples,Produce,8.65802E+12,LOC003,Birmingham - Central,2006,Use By,10/20/2025,10/25/2025,127,73,71,1.64,2.1,3.35,11,24,213
P000009,L0000160,SKU-00009,Local Bananas,Produce,1.16086E+12,LOC001,London - High St,2010,Use By,10/18/2025,10/21/2025,348,162,28,0.78,0.93,4.06,13,20,348
P000032,L0000161,SKU-00032,Budget Chicken Breast 500g,Meat,6.00217E+12,LOC001,London - High St,2009,Use By,10/16/2025,10/22/2025,173,24,72,5.33,7.57,0.71,3,16,216
P000020,L0000162,SKU-00020,Classic Tomatoes,Produce,7.47995E+12,LOC002,Manchester - City,2009,Use By,10/16/2025,10/20/2025,89,71,56,1.45,1.91,2.7,9,12,168
P000018,L0000163,SKU-00018,Premium Carrots,Produce,6.06684E+12,LOC003,Birmingham - Central,2007,Use By,10/20/2025,10/24/2025,358,274,22,1.72,2.1,2.29,7,16,358
P000046,L0000164,SKU-00046,Organic Ice Cream 500ml,Frozen,6.61103E+12,LOC001,London - High St,2011,Best Before,9/2/2025,10/24/2025,381,132,33,4.21,4.94,0.3,1,16,381
P000008,L0000165,SKU-00008,Family Pork Chops 400g,Meat,7.30455E+12,LOC001,London - High St,2009,Use By,10/17/2025,10/21/2025,335,73,74,6.04,7.11,2.83,9,12,335
P000020,L0000166,SKU-00020,Classic Tomatoes,Produce,7.47995E+12,LOC002,Manchester - City,2009,Use By,10/17/2025,10/22/2025,57,19,56,1.45,1.91,1.6,5,6,168
P000007,L0000167,SKU-00007,Classic White Bread,Bakery,4.73872E+12,LOC003,Birmingham - Central,2008,Use By,10/17/2025,10/21/2025,46,45,44,2.01,2.54,2.81,9,24,132
P000018,L0000168,SKU-00018,Premium Carrots,Produce,6.06684E+12,LOC001,London - High St,2007,Use By,10/19/2025,10/24/2025,208,87,22,1.72,2.1,1.76,6,8,208
P000009,L0000169,SKU-00009,Local Bananas,Produce,1.16086E+12,LOC003,Birmingham - Central,2010,Use By,10/17/2025,10/21/2025,173,165,28,0.78,0.93,3.87,12,6,173
P000013,L0000170,SKU-00013,Select Sweetcorn 1kg,Frozen,8.82582E+12,LOC001,London - High St,2002,Best Before,8/28/2025,10/18/2025,218,188,66,5.53,7.22,0.26,1,16,218
P000027,L0000171,SKU-00027,Family Rice 1kg,Pantry,3.64241E+11,LOC002,Manchester - City,2004,Best Before,9/25/2025,10/19/2025,107,105,35,2.06,2.92,0.72,3,20,107
P000025,L0000172,SKU-00025,Everyday Cooking Oil 1L,Pantry,8.16671E+12,LOC003,Birmingham - Central,2002,Best Before,7/29/2025,10/24/2025,23,9,50,0.87,1.01,1.41,5,6,150
P000014,L0000173,SKU-00014,Select Spinach,Produce,3.54608E+12,LOC003,Birmingham - Central,2003,Use By,10/19/2025,10/21/2025,345,200,54,1.82,2.42,5.96,18,10,345
P000060,L0000174,SKU-00060,Local Toothpaste 100ml,PersonalCare,7.68503E+11,LOC003,Birmingham - Central,2001,Best Before,9/5/2025,10/19/2025,120,99,80,1.41,1.75,0.06,1,10,240
P000041,L0000175,SKU-00041,Premium Tomato Sauce,Pantry,6.21285E+12,LOC002,Manchester - City,2006,Best Before,5/3/2026,7/25/2026,72,26,35,6.27,8.52,0.3,1,12,105
P000035,L0000176,SKU-00035,Organic Handwash 250ml,PersonalCare,6.09455E+12,LOC001,London - High St,2012,Best Before,1/17/2027,4/6/2027,324,152,69,10.34,12.14,0.37,2,16,324
P000057,L0000177,SKU-00057,Premium Orange Juice 1L,Beverages,2.53567E+12,LOC003,Birmingham - Central,2010,Best Before,12/30/2025,3/12/2026,366,79,12,2.46,3.29,1.38,5,20,366
P000019,L0000178,SKU-00019,Family Sweetcorn 1kg,Frozen,8.95061E+12,LOC003,Birmingham - Central,2008,Best Before,12/4/2025,12/23/2025,203,85,75,1.98,2.59,0.34,2,16,225
P000012,L0000179,SKU-00012,Family Pork Chops 400g,Meat,6.02706E+12,LOC001,London - High St,2001,Use By,10/20/2025,10/22/2025,140,95,11,4.65,6.56,0.84,3,10,140
P000047,L0000180,SKU-00047,Premium Cooking Oil 1L,Pantry,4.62888E+12,LOC003,Birmingham - Central,2012,Best Before,2/8/2026,3/7/2026,37,16,34,1.29,1.56,1.26,4,16,102
P000003,L0000181,SKU-00003,Local Brown Bread,Bakery,7.10122E+12,LOC002,Manchester - City,2004,Use By,10/20/2025,10/22/2025,268,41,46,1.29,1.77,1.71,6,12,268
P000043,L0000182,SKU-00043,Budget Pasta 500g,Pantry,4.36371E+12,LOC003,Birmingham - Central,2008,Best Before,4/16/2026,5/20/2026,106,21,78,3.6,4.33,2.02,7,12,234
P000012,L0000183,SKU-00012,Family Pork Chops 400g,Meat,6.02706E+12,LOC001,London - High St,2001,Use By,10/20/2025,10/22/2025,328,171,11,4.65,6.56,1.59,5,8,328
P000030,L0000184,SKU-00030,Everyday Cooking Oil 1L,Pantry,5.36018E+12,LOC002,Manchester - City,2007,Best Before,10/11/2025,11/22/2025,394,126,60,4.26,5.57,0.35,2,20,394
P000043,L0000185,SKU-00043,Budget Pasta 500g,Pantry,4.36371E+12,LOC002,Manchester - City,2008,Best Before,1/17/2027,2/10/2027,29,10,78,3.6,4.33,1.97,6,16,234
P000023,L0000186,SKU-00023,Everyday Dish Soap 500ml,Household,2.65609E+12,LOC003,Birmingham - Central,2012,Best Before,11/23/2026,1/20/2027,102,73,77,3.64,4.23,0.26,1,8,231
P000053,L0000187,SKU-00053,Classic AA Batteries 4pk,GM,1.67651E+12,LOC002,Manchester - City,2006,Best Before,12/12/2026,2/6/2027,73,39,45,5.21,6.29,0.24,1,24,135
P000008,L0000188,SKU-00008,Family Pork Chops 400g,Meat,7.30455E+12,LOC002,Manchester - City,2009,Use By,10/19/2025,10/21/2025,87,56,74,6.04,7.11,2.78,9,16,222
P000001,L0000189,SKU-00001,Classic Orange Juice 1L,Beverages,4.16411E+11,LOC001,London - High St,2002,Best Before,8/6/2025,10/23/2025,46,36,27,1.56,1.9,3.65,11,12,81
P000030,L0000190,SKU-00030,Everyday Cooking Oil 1L,Pantry,5.36018E+12,LOC001,London - High St,2007,Best Before,9/26/2025,10/20/2025,346,148,60,4.26,5.57,2.72,9,10,346
P000037,L0000191,SKU-00037,Everyday Chicken Breast 500g,Meat,7.48826E+12,LOC003,Birmingham - Central,2002,Use By,10/20/2025,10/23/2025,297,230,43,7.94,10.49,2.76,9,8,297
P000006,L0000192,SKU-00006,Organic Laundry Detergent 1L,Household,7.69504E+12,LOC001,London - High St,2007,Best Before,8/16/2026,11/3/2026,302,273,62,6.36,8.48,0.36,2,6,302
P000023,L0000193,SKU-00023,Everyday Dish Soap 500ml,Household,2.65609E+12,LOC001,London - High St,2012,Best Before,10/3/2025,10/24/2025,118,92,77,3.64,4.23,0.32,1,10,231
P000044,L0000194,SKU-00044,Classic Cream 300ml,Dairy,7.93697E+12,LOC001,London - High St,2009,Use By,10/14/2025,10/22/2025,321,203,46,1.58,2.03,1.3,4,6,321
P000003,L0000195,SKU-00003,Local Brown Bread,Bakery,7.10122E+12,LOC003,Birmingham - Central,2004,Use By,10/19/2025,10/21/2025,40,6,46,1.29,1.77,3.96,12,6,138
P000041,L0000196,SKU-00041,Premium Tomato Sauce,Pantry,6.21285E+12,LOC003,Birmingham - Central,2006,Best Before,8/13/2025,10/22/2025,357,23,35,6.27,8.52,0.23,1,16,357
P000011,L0000197,SKU-00011,Everyday Frozen Pizza,Frozen,6.84247E+12,LOC001,London - High St,2012,Best Before,8/12/2025,10/22/2025,20,5,16,3.14,4.15,0.43,2,6,48
P000048,L0000198,SKU-00048,Family White Bread,Bakery,3.87055E+12,LOC002,Manchester - City,2001,Use By,10/19/2025,10/22/2025,399,182,14,2.62,3.67,3.67,12,10,399
P000037,L0000199,SKU-00037,Everyday Chicken Breast 500g,Meat,7.48826E+12,LOC003,Birmingham - Central,2002,Use By,10/17/2025,10/20/2025,351,172,43,7.94,10.49,2.93,9,16,351
P000032,L0000200,SKU-00032,Budget Chicken Breast 500g,Meat,6.00217E+12,LOC002,Manchester - City,2009,Use By,10/18/2025,10/20/2025,98,8,72,5.33,7.57,0.77,3,16,216
